,Unnamed: 0,Unnamed: 0.1,Community,Province,Island,Postal_Code,Locality,Locality_Website,Name,Alternative_Name_1,Alternative_Name_2,Descripci,Beach_Length_m,Beach_Width_m,Popularity,Urbanization,Sea_Promenade,Type_of_Sea_Promenade,Type_of_Sand,Condition,Nudism,Blue_Flag,Reachable_by_bus,Bus_Stop,Parking,Parking_Watched,Parking_Spaces,Toilets,Footbaths,Showers,Public_Telephones,Trashcans,Child_Zone,Sport_Zone,Yacht_Club,Surfing_Zone,Sport_Harbour,Sport_Harbour_Website,Distance_to_Harbour_km,Hospital,Phone_Number,Distance_to_Hospital_km,Ground_Type,lon,lat,bathingWaterIdentifier,quality2019,rating,google_place_id
1777,1777,1777,Galicia,A Coruña, ,15062,Outes,http://www.outes.es,Picouso, , ,"Playa de unos cien metros de longitud, aislada y con ausencia de servicios.",90,10,Low,Isolated,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Clínico Universitario,981950000,51,Sand / Rock,-8.9253,42.7991,ES111M062156,Excellent,,
1778,1778,1778,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,O Morro, , ,"Pequeña playa compuesta de rocas y arena, sometida al fuerte oleaje de la zona.",130,20,Low,Isolated,No, ,Golden,Oleaje moderado / Oleaje fuerte,No,No,Yes,Interurbano a 1 Km,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand / Rock,-8.9075,43.2932,ES111M068168,Excellent,,
1779,1779,1779,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,Santa Mariña de Brantuas, , ,"Muy próxima a Rampa-Varadeiro de Santa Mariña de Brantuas, pero con difícil acceso.",30,5,Low,Isolated,No, ,Golden,Oleaje fuerte,No,No,Yes,Interurbano a 1 Km,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand / Rock,-8.9165,43.2928,ES111M068168,Excellent,,
1780,1780,1780,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,A Barda, , ,Ubicada en una ensenada donde fondean pequeñas embarcaciones de pesca.,50,10,Low,Isolated,No, ,White,Oleaje moderado,No,No,Yes,"Interurbano a 1,5 Km",No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand / Rock,-8.9271,43.2827,ES111M068168,Excellent,5.0,ChIJPSzcCVO7Lg0RgmrF4EAJl3k
1781,1781,1781,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,Arnela, , ,Playa urbana de fácil acceso pero carente de servicios disponibles.,100,20,Medium,Urban,Yes, ,Golden,Oleaje moderado,No,No,Yes,"Interurbano a 0,2 Km",Yes,,,Yes,,Yes,No,Yes,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand,-8.9597,43.2653,ES111M068165,Excellent,,
1782,1782,1782,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,O Osmo, , ,Esta playa incluye la praia da Furna que se integra en praia Osmo.,100,20,High,Urban,Yes, ,Golden,Oleaje moderado,No,Yes,Yes,"Interurbano a 0,2 Km",No,,,No,,Yes,No,Yes,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand / Rock,-8.9561,43.2652,ES111M068166,Excellent,,
1783,1783,1783,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,A Hermida, , ,"Playa de mediano tamaño, aislada de núcleos urbanos, pero muy visitada por gente de la zona.",250,50,Medium,Isolated,No, ,Golden,Oleaje moderado,No,Yes,Yes,"Interurbano a 0,5 Km",Yes,No,Less than 50 parking places,Yes,,Yes,No,Yes,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand,-8.9517,43.2625,ES111M068167,Excellent,,
1784,1784,1784,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,Balarés, , ,Esta playa comprende dos playas: Balarés Grande y Balarés Pequeña.,350,40,High,Isolated,Yes, ,Golden,Oleaje moderado,No,Yes,Yes,"Interurbano a 3,5 Km",Yes,No,Between 50 and 100 parking places,Yes,,Yes,Yes,Yes,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand / Rock,-8.9421,43.2415,ES111M068164,Excellent,,
1785,1785,1785,Galicia,A Coruña, ,15068,Ponteceso,http://www.ponteceso.net,Barra do Medio, , ,Rústica playa en la desembocadura del Río Anllóns que adopta una superficie muy característica.,1500,300,Low,Isolated,No, ,Golden,Oleaje moderado,No,No,Yes,"Interurbano a 0,5 Km",No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Virxe da Xunqueira,981706010,,Sand,-8.9349,43.2316,ES111M068164,Excellent,4.3,ChIJu-QhPeu7Lg0RGTS46oRmSCo
1786,1786,1786,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Rio Sieira, , ,Casi un kilómetro de playa aislada compuesta de rocas y arena.,950,28,Medium,Isolated,Yes, ,White / Golden,Oleaje fuerte,No,No,Yes,"Interurbano, Noia - Riveira a 600 m",Yes,No,Between 50 and 100 parking places,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,14,Hospital Comarcal da Barbanza,981835901,6,Sand / Rock,-9.0368,42.6485,ES111M071185,Excellent,4.7,ChIJy20jtjswLw0RUt3MIMsWDf8
1787,1787,1787,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Xuño, , ,Playa de un kilómetro de longitud pero con ausencia de infraestructuras y servicios.,1.000,28,Low,Isolated,Yes, , ,Oleaje fuerte / Ventosa,Yes,No,Yes,"Interurbano, Noia - Riveira a 3 Km",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,16,Hospital Comarcal da Barbanza,981835901,5,Sand / Rock,-9.0406,42.6344,ES111M071184,Excellent,,
1788,1788,1788,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Areas Longas,Basoñas, ,Gran extensión de arena con carácter aislado y bajo grado de ocupación.,2.100,34,Low,Isolated,Yes, ,Golden,Oleaje fuerte / Ventosa,Parcial,No,Yes,"Interurbano, Noia - Riveira a 5 Km",No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,14,Hospital Comarcal da Barbanza,981835901,5,Sand / Rock,-9.0483,42.6248,ES111M071184,Excellent,4.6,ChIJg5MVylAwLw0RdRN4NKwiBbE
1789,1789,1789,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Serans, , ,Playa ventosa y fuerte oleaje aislada de núcleos y construcciones urbanas.,200,30,Low,Isolated,Yes, ,Golden,Oleaje fuerte / Ventosa,Yes,No,Yes,"Interurbano, Noia - Riveira a 5 Km",No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,10,Hospital Comarcal da Barbanza,981835901,5,Sand,-9.0576,42.6183,ES111M071183,Excellent,,
1790,1790,1790,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Recaveira, , ,Playa virgen y desierta entre los términos de Ribeira y Porto do Son.,1.000,35,Low,Isolated,Yes, ,Golden,Oleaje fuerte / Ventosa,Yes,No,Yes,"Interurbano, Noia - Riveira a 3 Km",No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,8,Hospital Comarcal da Barbanza,981835901,4,Sand / Rock,-9.0613,42.6036,ES111M071183,Excellent,,
1791,1791,1791,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Rio Maior,O Dique, ,Incluida en la Red Natura 2.000 y de carácter aislado.,80,30,Medium,Isolated,No, ,White / Golden,Oleaje fuerte,No,No,Yes,"Interurbano, Noia - Riveira a 500 m",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,11,Hospital Comarcal da Barbanza,981835901,9,Sand / Rock,-9.0287,42.6853,ES111M071192,Excellent,,
1792,1792,1792,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Telleira, , ,"Playa muy estrecha, con poca arena y algunas rocas, colindante con el Concello de Noia",150,3,Low,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Riveira a 1 Km",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,4,Hospital Comarcal da Barbanza,981835901,22,Sand / Rock,-8.94,42.7727,ES111M071191,Excellent,,
1793,1793,1793,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Ornanda,Gaviotas,A Ornanda,"Playa rústica con arena blanca, extensa y muy frecuentada por el turismo de la zona.",300,25,High,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Riveira a 0,5 Km",No,,,No,Yes,Yes,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,2,Hospital Comarcal da Barbanza,981835901,20,Sand,-8.9398,42.7671,ES111M0712140,Excellent,,
1794,1794,1794,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Gafa, , ,"Esta playa se localiza junto al Club Náutico de Portosin, tiene un tamaño pequeño y acoge gran cantidad de bañistas.",80,20,High,Semi-Urban,No, ,White,Oleaje moderado,No,No,Yes,"Interurbano, Noia - Riveira",No,,,No,No,No,No,No,No,No,Yes,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,"0,11",Hospital Comarcal da Barbanza,981835901,19,Sand,-8.9424,42.7646,ES111M071190,Excellent,,
1795,1795,1795,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Coira, , ,Extensa playa de arena que se extiende hasta el mismo puerto de Portosín,700,20,High,Urban,Yes,Complete,White,Oleaje moderado,No,No,Yes,"Interurbano, Noia - Riveira a 0,5 Km",Yes,No,Between 50 and 100 parking places,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,"0,84",Hospital Comarcal da Barbanza,981835901,18,Sand,-8.9512,42.7559,ES111M071180,Excellent,,
1796,1796,1796,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Pozo Pequeña, , ,Esta playa de ciento cincuenta metros de longitud se encuentra aislada de núcleos urbanos y carente de servicios.,150,20,Medium,Isolated,No, ,White,Oleaje moderado,No,No,Yes,"Interurbano, Noia - Riveira a 0,4 Km",Yes,No,Between 50 and 100 parking places,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,3,Hospital Comarcal da Barbanza,981835901,17,Sand / Rock,-8.9543,42.7486,ES111M071189,Good,,
1797,1797,1797,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Pozo, , ,Playa semiurbana de rocas y arena con un grado de ocupación rmedio.,100,30,Medium,Semi-Urban,No, ,White,Oleaje moderado,No,No,Yes,"Interurbano, Noia - Riveira a 0,4 Km",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,3,Hospital Comarcal da Barbanza,981835901,17,Sand / Rock,-8.9562,42.7462,ES111M071189,Excellent,4.0,ChIJCSPk1oImLw0R1BooSNEWwuA
1798,1798,1798,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Aguieira, , ,Playa rústica de gran extensión con arena blanca de gran calidad y muy equipada.,1.700,30,Medium,Semi-Urban,Yes, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,Yes,Yes,Yes,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,4,Hospital Comarcal da Barbanza,981835901,16,Sand,-8.9676,42.7408,ES111M071178,Excellent,4.5,ChIJsWsA9NQlLw0Rq1jyeIqRxLs
1799,1799,1799,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,As Vellas do Pozo, , ,Situada en Punta Aguieira como continuación de la playa de Aguieira.,600,20,High,Semi-Urban,No, ,White,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Noia - Riveira",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,4,Hospital Comarcal da Barbanza,981835901,16,Sand / Rock,-8.9795,42.7422,ES111M071177,Excellent,,
1800,1800,1800,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Cabeiro,Caveiro, ,"Esta playa, totalmente equipada, toma su nombre del pequeño montículo junto al que se encuentra, así como del saliente rocoso Punta Cabeiro, donde se localiza el faro Cabeiro",1.200,25,High,Semi-Urban,No, ,White,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Noia - Riveira",No,,,Yes,Yes,Yes,No,Yes,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,5,Hospital Comarcal da Barbanza,981835901,15,Sand / Rock,-8.9925,42.7343,ES111M071176,Excellent,4.4,ChIJAVKAK-QlLw0ResmgkL75RJw
1801,1801,1801,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Herbas Pitas, , ,"Playa bien equipada pero con baja afluencia, situada al lado de punta da Herbas Pitas",200,20,Low,Semi-Urban,No, ,White,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Noia - Riveira",No,,,Yes,No,Yes,No,Yes,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,5,Hospital Comarcal da Barbanza,981835901,16,Sand / Rock,-8.9936,42.732,ES111M071176,Poor,5.0,ChIJASDJ9e8lLw0ROoS6t06w1XA
1802,1802,1802,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Suigrexas, , ,Playa ventosa con baja afluencia de gente.,400,20,Medium,Semi-Urban,Yes, ,White,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Noia - Riveira a 20 m",Yes,No,Less than 50 parking places,No,No,Yes,No,Yes,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,5,Hospital Comarcal da Barbanza,981835901,15,Sand / Rock,-8.9962,42.7277,ES111M071175,Excellent,,
1803,1803,1803,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,O Son,O Cruceiro, ,"Se encuentra situada en pleno casco urbano de Porto do Son y resulta muy visitada, aún siendo poco extensa.",170,15,High,Urban,No, ,White,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Noia - Riveira a 300 m",Yes,No,Between 50 and 100 parking places,No,Yes,Yes,No,Yes,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,5,Hospital Comarcal da Barbanza,981835901,15,Sand,-9.0002,42.7266,ES111M071193,Excellent,,
1804,1804,1804,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Fonforrón, , ,"Aunque dispone de escasa arena, es muy visitada por gente de la zona.",100,7,High,Semi-Urban,No, ,White,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Noia - Riveira a 100 m",No,,,No,Yes,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,7,Hospital Comarcal da Barbanza,981835901,15,Sand / Rock,-9.0093,42.7141,ES111M0712348,Excellent,,
1805,1805,1805,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Arnela, , ,La playa de Arnela se encuentra ubicada al sur del municipio de Porto do Son.,280,20,Medium,Semi-Urban,No, ,White,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Noia - Riveira a 20 m",No,,,No,No,Yes,No,Yes,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,7,Hospital Comarcal da Barbanza,981835901,14,Sand / Rock,-9.0122,42.7097,ES111M0712348,Excellent,4.9,ChIJd4qAVnwvLw0R1ij6GdIo2D4
1806,1806,1806,Galicia,A Coruña, ,15071,Porto do Son,http://www.portodoson.org,Area Longa,Baroña, ,"Esta playa, sometida a un fuerte viento y gran oleaje, se encuentra incluida en la Red Natura 2.000.",350,35,Medium,Isolated,No, ,White / Golden,Oleaje fuerte / Ventosa,Yes,No,Yes,"Interurbano, Noia - Riveira a 350 m",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,10,Hospital Comarcal da Barbanza,981835901,10,Sand / Rock,-9.0282,42.6905,ES111M071187,Excellent,4.6,ChIJmTUhzpcvLw0RDvHQb6Ypp5o
1807,1807,1807,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,A Torre, , ,"Playa con buen entorno, aguas tranquilas y bastante frecuentada por gente de la zona. Regenerada en 2008",930,17,Medium,Semi-Urban,Yes,Complete,White,Aguas tranquilas,No,No,Yes,"Interurbano a 0,5 Km",Yes,No,Less than 50 parking places,Yes,,Yes,No,Yes,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,"2,5",Hospital Comarcal da Barbanza,981835901,26,Sand,-8.8173,42.6654,ES111M072195,Excellent,,
1808,1808,1808,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,O Pazo, , ,Industrias conserveras y astilleros en sus inmediaciones. Regenerada en 2008.,130,5,Low,Semi-Urban,Yes, ,Dark,Aguas tranquilas,No,No,Yes,Interurbano a 40 m,Yes,No,Less than 50 parking places,No,No,No,No,Yes,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,1,Hospital Comarcal da Barbanza,981835901,27,Sand,-8.8142,42.6615,ES111M072195,Excellent,4.5,ChIJ284kdeoXLw0Rv-nh5R0rlNc
1809,1809,1809,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,Quenxo,Paredón, ,Anexa a la playa de Tanxil.,45,9,Low,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Rianxo - Padrón a 400 m",No,,,No,No,No,No,No,No,No,Yes,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,"0,59",Hospital Comarcal da Barbanza,981835901,29,Sand,-8.8171,42.6456,ES111M072194,Excellent,4.0,ChIJI7Gy7ssXLw0RQRRMxLvm7TE
1810,1810,1810,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,Tanxil, , ,Playa con elevado grado de ocupación debido al buen equipamiento que presenta. Regenerada en 2008.,220,50,High,Semi-Urban,Yes, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Rianxo - Padrón a 300 m",Yes,No,Less than 50 parking places,Yes,,Yes,Yes,Yes,No,No,Yes,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,1,Hospital Comarcal da Barbanza,981835901,29,Sand,-8.8133,42.6447,ES111M072194,Excellent,4.0,ChIJSXy2VsoXLw0RNPl0-K3gMFo
1811,1811,1811,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,Tronco, , ,"Pequeña playa de cien metros de longitud, arena blanca, aguas tranquilas y carente de servicios.",80,7,Medium,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Rianxo - Padrón a 500 m",No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,2,Hospital Comarcal da Barbanza,981835901,30,Sand / Pebbles,-8.8086,42.6421,ES111M072194,Excellent,3.8,ChIJVSuWTrUXLw0RGTpMQKfwwew
1812,1812,1812,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,Pereira Torta, , ,"Playa de setenta metros de longitud situada en una zona semiurbana, con bajo grado de ocupación.",70,5,Low,Semi-Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Rianxo - Padrón a 1 Km",No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,4,Hospital Comarcal da Barbanza,981835901,32,Sand,-8.8036,42.6388,ES111M072196,Excellent,0.0,ChIJc21STEoWLw0RUVSDeaPMP5c
1813,1813,1813,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,O Porrón, , ,Playa con buen estado de conservación de su entorno natural.,350,16,Medium,Semi-Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Rianxo - Padrón a 1 Km",No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,4,Hospital Comarcal da Barbanza,981835901,32,Sand,-8.8008,42.6385,ES111M072196,Excellent,,
1814,1814,1814,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,As Cunchas, , ,Esta playa ofrece la posibilidad de la práctica de deportes náuticos y está bien equipada.,130,12,Medium,Isolated,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Rianxo - Padrón a 3 Km",Yes,No,Less than 50 parking places,Yes,,No,No,Yes,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,5,Hospital Comarcal da Barbanza,981835901,33,Sand,-8.7972,42.6375,ES111M072196,Excellent,,
1815,1815,1815,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,Aceveira,Sartaxes,Abuín,"Se presenta con un bajo grado de ocupación y una buena conservación natural. Popularmente se conoce como playa Abuín o Sartaxes, nombres que se relacionan con aldeas próximas a esta playa",150,5,Low,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Rianxo - Padrón a 1,5 Km",No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,7,Hospital Comarcal da Barbanza,981835901,35,Sand,-8.7868,42.6408,ES111M072196,Excellent,4.2,ChIJoeBmwP4WLw0R6j4zIqg9Vrk
1816,1816,1816,Galicia,A Coruña, ,15072,Rianxo,http://www.concelloderianxo.es,Tres Cruces,Trece cruces, ,"Es una playa virgen sin ningún tipo de contaminación debido al bajo índice de ocupación y ausencia de viviendas o industrias que deterioren su entorno, resultando atractiva paisajísticamente y estando la vegetación integrada en su arenal.",140,5,Low,Isolated,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano a 1 Km,No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Rianxo,http://www.nauticorianxo.com/,14,Hospital Comarcal da Barbanza,981835901,26,Sand,-8.7482,42.6515,ES114M060431,Excellent,,
1817,1817,1817,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Espiñeirido, , ,Playa que se encuentra en el límite de los términos municipales de Porto do Son y Ribeira.,300,25,Low,Isolated,Yes, ,Golden,Oleaje fuerte / Ventosa,Parcial,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,10,Hospital Comarcal da Barbanza,981835901,6,Sand,-9.0665,42.5984,ES111M071183,Excellent,,
1818,1818,1818,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Valieiros,Balieiros,Portiños,La ensenada de Balieiros comprende las playas de Balieiros o Valieiros y a Furna do Portiño,850,20,Low,Isolated,No, ,Golden,Oleaje fuerte / Ventosa,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,8,Hospital Comarcal da Barbanza,981835901,8,Sand,-9.0785,42.5803,ES111M073212,Excellent,,
1819,1819,1819,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Couso, , ,"Forma parte de un conjunto de playas: Area Basta, O Couso, Penisqueira, Celeirans y Rego das Cargas, de reducido tamaño y aisladas al sur de Ribeira.",220,10,Low,Isolated,No, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,5,Hospital Comarcal da Barbanza,981835901,6,Sand,-9.0383,42.5197,ES111M073211,Not classified,,
1820,1820,1820,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Penisqueira, , ,"Forma parte de un conjunto de playas: Area Basta, O Couso, Penisqueira, Celeirans y Rego das Cargas, de reducido tamaño y aisladas al sur de Ribeira.",10,15,Low,Isolated,Yes, ,White,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,5,Hospital Comarcal da Barbanza,981835901,6,Sand,-9.0306,42.5206,ES111M073211,Excellent,3.5,ChIJn80z2-k3Lw0RytQ2-LRClog
